,stimuli_id,background,scenario,questions,outcomes,commentary,model_descr_variant
10,diving_difficulty_team-explain-away-11-dec_win_how_much_explicit_continuous_variable.txt,"
In this event, the athletes are competing in a series of synchronized diving tournaments. Each tournament consists of a series of rounds. In each match, athletes compete as part of a team. 

In a given round, each team receives a score based on the difficulty of the dive and the execution of the dive. 

How difficult of a dive a team takes on varies in any given round. Teams can differ in the difficulty they attempt on any given round. The same team may try different levels of difficulty on different rounds. The dives each team takes in a given match are chosen before the tournament begins and are therefore independent of the outcome of the previous round.

A team’s execution score is based on the average skill of the athletes on the team and how difficult the attempted dive was. If the athletes are highly skilled, but the dive is very difficult, they may not execute well. Conversely, if athletes are highly skilled but the dive is not very difficult, the team may get a high execution score.

Note that an athlete’s intrinsic skill remains constant throughout a tournament. An athlete neither gets more nor less skilled between rounds. You can assume that all rounds take place on the same day.

A team’s overall score is determined by the sum of the difficulty and execution scores. Difficulty and execution scores are weighted equally. 

The team that gets the highest score in any given round wins.

Athletes compete either individually or as a team.
All matches take place on the same day.","In the first round, Lane and Jamie beat Robin and Gale.
In the second round, Lane and Sam beat Robin and Drew.
In the third round, Lane and Kay beat Robin and Avery.
In the fourth round, Lane and Jamie lost to Robin and Gale.","['Query 1: Out of 100 random athletes, where do you think Lane ranks in terms of intrinsic skill?', 'Query 2: Out of 100 random athletes, where do you think Jamie ranks in terms of intrinsic skill?', 'Query 3: Out of 100 random athletes, where do you think Robin ranks in terms of intrinsic skill?', 'Query 4: On a percentage scale from 0 to 100% (where 0=extremely easy, 100=as difficult as possible), how difficult of a dive do you think the team Lane was on in fourth round attempted?', 'Query 5: On a percentage scale from 0 to 100% (where 0=extremely easy, 100=as difficult as possible), how difficult of a dive do you think the team Jamie was on in fourth round attempted?', 'Query 6: On a percentage scale from 0 to 100% (where 0=extremely easy, 100=as difficult as possible), how difficult of a dive do you think the team Robin was on in fourth round attempted?', 'Query 7: In a new round later this same day between Lane and Jamie (Team 1) and Sam and Avery (Team 2), who would win and by how much?', 'Query 8: In a new round later this same day between Lane and Robin (Team 1) and Jamie and Gale (Team 2), who would win and by how much?']","In the first round, Lane and Jamie beat Robin and Gale.
In the second round, Lane and Sam beat Robin and Drew.
In the third round, Lane and Kay beat Robin and Avery.
In the fourth round, Lane and Jamie lost to Robin and Gale.",,explicit
11,biathalon_shooting-accuracy_team-explain-away-11-dec_win_how_much_explicit_continuous_variable.txt,"
In this event, the athletes are competing in a series of biathlon relay tournaments, a winter sport that combines cross-country skiing races and rifle shooting. Each tournament consists of a series of rounds.

In each round, athletes compete on teams. In a biathlon, each athlete first skis a short distance, then shoots at a target.

Athletes are scored based on how fast they ski and how accurately they shoot. An athlete’s ability to ski is based on their intrinsic strength. Note that an athlete’s intrinsic strength remains constant throughout a tournament. An athlete neither gets stronger nor weaker between rounds. You can assume that all matches take place on the same day.

An athlete’s ability to shoot accurately is unrelated to their intrinsic strength. An athlete who is intrinsically strong may be a very good shooter, a very bad shooter, or something in between. Athlete’s shooting accuracy in any given round is also somewhat down to chance. 

A team’s overall score is determined by the sum of the scores for each athlete per event. Ski performance and shooting accuracy are weighted equally. Athletes receive more points for skiing faster and more points for achieving a high shooting accuracy.

The team that completes the course with the highest score wins. 

Athletes compete either individually or as a team.
All matches take place on the same day.","In the first round, Ness and Lane beat Casey and Taylor.
In the second round, Ness and Jamie beat Casey and Val.
In the third round, Ness and Avery beat Casey and Max.
In the fourth round, Ness and Lane lost to Casey and Taylor.","['Query 1: Out of 100 random athletes, where do you think Ness ranks in terms of intrinsic strength?', 'Query 2: Out of 100 random athletes, where do you think Lane ranks in terms of intrinsic strength?', 'Query 3: Out of 100 random athletes, where do you think Casey ranks in terms of intrinsic strength?', 'Query 4: On a percentage scale from 0 to 100%, how accurate do you think Ness was at shooting in the fourth round?', 'Query 5: On a percentage scale from 0 to 100%, how accurate do you think Lane was at shooting in the fourth round?', 'Query 6: On a percentage scale from 0 to 100%, how accurate do you think Casey was at shooting in the fourth round?', 'Query 7: In a new round later this same day between Ness and Lane (Team 1) and Jamie and Max (Team 2), who would win and by how much?', 'Query 8: In a new round later this same day between Ness and Casey (Team 1) and Lane and Taylor (Team 2), who would win and by how much?']","In the first round, Ness and Lane beat Casey and Taylor.
In the second round, Ness and Jamie beat Casey and Val.
In the third round, Ness and Avery beat Casey and Max.
In the fourth round, Ness and Lane lost to Casey and Taylor.",,explicit
12,tug-of-war_effort_team-diverse-17-dec_win_how_much_explicit_continuous_variable.txt,"In this event, the athletes are competing in tug-of-war tournaments. Each tournament consists of a series of matches. In each match, athletes compete as part of a team. 

An athlete’s intrinsic strength remains constant throughout a tournament. An athlete neither gets stronger nor weaker between matches. You can assume that all matches take place on the same day.

Athletes also vary in the effort that they put into any given match. Most of the time, people pull with a moderately high amount of effort. Sometimes, an athlete won’t put in much effort and will pull with only a fraction of their strength. Other times, they may put in a lot of effort and pull extra hard, beyond what their intrinsic strength would suggest.

How hard a team pulls overall in any given match is determined by the total amount that all of the athletes on the team pull in that match. How hard each athlete pulls in a given match is determined by their intrinsic strength, modified by how much effort they put in (a lower fraction of their intrinsic strength if they don’t put in much effort, or even more than their strength if they put in more effort).

The team that pulls the hardest in a given match wins.
 
Athletes compete either individually or as a team.
All matches take place on the same day.","In the first match, Robin and Emery beat Peyton and Willow.
In the second match, Robin and Taylor beat Avery and Ness.
In the third match, Robin and Sam beat Ollie and Casey.","['Query 1: Out of 100 random athletes, where do you think Robin ranks in terms of intrinsic strength?', 'Query 2: Out of 100 random athletes, where do you think Emery ranks in terms of intrinsic strength?', 'Query 3: Out of 100 random athletes, where do you think Peyton ranks in terms of intrinsic strength?', 'Query 4: On a percentage scale from 0 to 100%, how much effort do you think Robin put into the second match?', 'Query 5: On a percentage scale from 0 to 100%, how much effort do you think Emery put into the first match?', 'Query 6: On a percentage scale from 0 to 100%, how much effort do you think Peyton put into the first match?', 'Query 7: In a new match later this same day between Robin and Emery (Team 1) and Peyton and Ness (Team 2), who would win and by how much?', 'Query 8: In a new match later this same day between Robin and Peyton (Team 1) and Emery and Willow (Team 2), who would win and by how much?']","In the first match, Robin and Emery beat Peyton and Willow.
In the second match, Robin and Taylor beat Avery and Ness.
In the third match, Robin and Sam beat Ollie and Casey.",,explicit
13,canoe-race_effort_team-diverse-17-dec_win_how_much_explicit_continuous_variable.txt,"
In this event, the athletes are competing in a series of canoe racing tournaments. Each tournament consists of a series of races. In each race, athletes compete as part of a team. 

An athlete's intrinsic strength remains constant throughout a tournament. An athlete neither gets stronger nor weaker between races. You can assume that all matches take place on the same day.

Athletes also vary in the effort that they put into any given race. Most of the time, people row with a moderately high amount of effort. Sometimes, an athlete won’t put in much effort and will row with only a fraction of their strength. Other times, they may put in a lot of effort and row extra hard, beyond what their intrinsic strength would suggest.

How fast a team rows overall in any given race is determined by the average rowing speed of each athlete. How fast an athlete rows in a given race is determined by their intrinsic strength, modified by how much effort they put in (a lower fraction of their intrinsic strength if they don’t put in much effort, or even more than their strength if they put in more effort).

The team that rows the fastest (highest team speed) in a given race wins.
                   
Athletes compete either individually or as a team.
All matches take place on the same day.","In the first race, Fey and Val beat Indiana and Kay.
In the second race, Fey and Casey beat Drew and Taylor.
In the third race, Fey and Robin beat Peyton and Max.","['Query 1: Out of 100 random athletes, where do you think Fey ranks in terms of intrinsic strength?', 'Query 2: Out of 100 random athletes, where do you think Val ranks in terms of intrinsic strength?', 'Query 3: Out of 100 random athletes, where do you think Indiana ranks in terms of intrinsic strength?', 'Query 4: On a percentage scale from 0 to 100%, how much effort do you think Fey put into the second race?', 'Query 5: On a percentage scale from 0 to 100%, how much effort do you think Val put into the first race?', 'Query 6: On a percentage scale from 0 to 100%, how much effort do you think Indiana put into the first race?', 'Query 7: In a new race later this same day between Fey and Val (Team 1) and Indiana and Taylor (Team 2), who would win and by how much?', 'Query 8: In a new race later this same day between Fey and Indiana (Team 1) and Val and Kay (Team 2), who would win and by how much?']","In the first race, Fey and Val beat Indiana and Kay.
In the second race, Fey and Casey beat Drew and Taylor.
In the third race, Fey and Robin beat Peyton and Max.",,explicit
14,diving_difficulty_team-diverse-17-dec_win_how_much_explicit_continuous_variable.txt,"
In this event, the athletes are competing in a series of synchronized diving tournaments. Each tournament consists of a series of rounds. In each match, athletes compete as part of a team. 

In a given round, each team receives a score based on the difficulty of the dive and the execution of the dive. 

How difficult of a dive a team takes on varies in any given round. Teams can differ in the difficulty they attempt on any given round. The same team may try different levels of difficulty on different rounds. The dives each team takes in a given match are chosen before the tournament begins and are therefore independent of the outcome of the previous round.

A team’s execution score is based on the average skill of the athletes on the team and how difficult the attempted dive was. If the athletes are highly skilled, but the dive is very difficult, they may not execute well. Conversely, if athletes are highly skilled but the dive is not very difficult, the team may get a high execution score.

Note that an athlete’s intrinsic skill remains constant throughout a tournament. An athlete neither gets more nor less skilled between rounds. You can assume that all rounds take place on the same day.

A team’s overall score is determined by the sum of the difficulty and execution scores. Difficulty and execution scores are weighted equally. 

The team that gets the highest score in any given round wins.

Athletes compete either individually or as a team.
All matches take place on the same day.","In the first round, Sam and Blake beat Kay and Avery.
In the second round, Sam and Jamie beat Drew and Max.
In the third round, Sam and Ness beat Peyton and Lane.","['Query 1: Out of 100 random athletes, where do you think Sam ranks in terms of intrinsic skill?', 'Query 2: Out of 100 random athletes, where do you think Blake ranks in terms of intrinsic skill?', 'Query 3: Out of 100 random athletes, where do you think Kay ranks in terms of intrinsic skill?', 'Query 4: On a percentage scale from 0 to 100% (where 0=extremely easy, 100=as difficult as possible), how difficult of a dive do you think the team Sam was on in second round attempted?', 'Query 5: On a percentage scale from 0 to 100% (where 0=extremely easy, 100=as difficult as possible), how difficult of a dive do you think the team Blake was on in first round attempted?', 'Query 6: On a percentage scale from 0 to 100% (where 0=extremely easy, 100=as difficult as possible), how difficult of a dive do you think the team Kay was on in first round attempted?', 'Query 7: In a new round later this same day between Sam and Blake (Team 1) and Kay and Max (Team 2), who would win and by how much?', 'Query 8: In a new round later this same day between Sam and Kay (Team 1) and Blake and Avery (Team 2), who would win and by how much?']","In the first round, Sam and Blake beat Kay and Avery.
In the second round, Sam and Jamie beat Drew and Max.
In the third round, Sam and Ness beat Peyton and Lane.",,explicit
15,biathalon_shooting-accuracy_team-diverse-17-dec_win_how_much_explicit_continuous_variable.txt,"
In this event, the athletes are competing in a series of biathlon relay tournaments, a winter sport that combines cross-country skiing races and rifle shooting. Each tournament consists of a series of rounds.

In each round, athletes compete on teams. In a biathlon, each athlete first skis a short distance, then shoots at a target.

Athletes are scored based on how fast they ski and how accurately they shoot. An athlete’s ability to ski is based on their intrinsic strength. Note that an athlete’s intrinsic strength remains constant throughout a tournament. An athlete neither gets stronger nor weaker between rounds. You can assume that all matches take place on the same day.

An athlete’s ability to shoot accurately is unrelated to their intrinsic strength. An athlete who is intrinsically strong may be a very good shooter, a very bad shooter, or something in between. Athlete’s shooting accuracy in any given round is also somewhat down to chance. 

A team’s overall score is determined by the sum of the scores for each athlete per event. Ski performance and shooting accuracy are weighted equally. Athletes receive more points for skiing faster and more points for achieving a high shooting accuracy.

The team that completes the course with the highest score wins. 

Athletes compete either individually or as a team.
All matches take place on the same day.","In the first round, Val and Willow beat Indiana and Fey.
In the second round, Val and Ollie beat Blake and Jamie.
In the third round, Val and Emery beat Casey and Peyton.","['Query 1: Out of 100 random athletes, where do you think Val ranks in terms of intrinsic strength?', 'Query 2: Out of 100 random athletes, where do you think Willow ranks in terms of intrinsic strength?', 'Query 3: Out of 100 random athletes, where do you think Indiana ranks in terms of intrinsic strength?', 'Query 4: On a percentage scale from 0 to 100%, how accurate do you think Val was at shooting in the second round?', 'Query 5: On a percentage scale from 0 to 100%, how accurate do you think Willow was at shooting in the first round?', 'Query 6: On a percentage scale from 0 to 100%, how accurate do you think Indiana was at shooting in the first round?', 'Query 7: In a new round later this same day between Val and Willow (Team 1) and Indiana and Jamie (Team 2), who would win and by how much?', 'Query 8: In a new round later this same day between Val and Indiana (Team 1) and Willow and Fey (Team 2), who would win and by how much?']","In the first round, Val and Willow beat Indiana and Fey.
In the second round, Val and Ollie beat Blake and Jamie.
In the third round, Val and Emery beat Casey and Peyton.",,explicit
16,tug-of-war_effort_team-confounded-partner-10-dec_win_how_much_explicit_continuous_variable.txt,"In this event, the athletes are competing in tug-of-war tournaments. Each tournament consists of a series of matches. In each match, athletes compete as part of a team. 

An athlete’s intrinsic strength remains constant throughout a tournament. An athlete neither gets stronger nor weaker between matches. You can assume that all matches take place on the same day.

Athletes also vary in the effort that they put into any given match. Most of the time, people pull with a moderately high amount of effort. Sometimes, an athlete won’t put in much effort and will pull with only a fraction of their strength. Other times, they may put in a lot of effort and pull extra hard, beyond what their intrinsic strength would suggest.

How hard a team pulls overall in any given match is determined by the total amount that all of the athletes on the team pull in that match. How hard each athlete pulls in a given match is determined by their intrinsic strength, modified by how much effort they put in (a lower fraction of their intrinsic strength if they don’t put in much effort, or even more than their strength if they put in more effort).

The team that pulls the hardest in a given match wins.
 
Athletes compete either individually or as a team.
All matches take place on the same day.","In the first match, Blake and Peyton lost to Ness and Taylor.
In the second match, Blake and Peyton lost to Quinn and Harper.
In the third match, Blake and Peyton lost to Robin and Max.","['Query 1: Out of 100 random athletes, where do you think Blake ranks in terms of intrinsic strength?', 'Query 2: Out of 100 random athletes, where do you think Peyton ranks in terms of intrinsic strength?', 'Query 3: Out of 100 random athletes, where do you think Robin ranks in terms of intrinsic strength?', 'Query 4: On a percentage scale from 0 to 100%, how much effort do you think Blake put into the third match?', 'Query 5: On a percentage scale from 0 to 100%, how much effort do you think Peyton put into the third match?', 'Query 6: On a percentage scale from 0 to 100%, how much effort do you think Robin put into the third match?', 'Query 7: In a new match later this same day between Blake and Peyton (Team 1) and Ness and Max (Team 2), who would win and by how much?', 'Query 8: In a new match later this same day between Blake and Ness (Team 1) and Peyton and Taylor (Team 2), who would win and by how much?']","In the first match, Blake and Peyton lost to Ness and Taylor.
In the second match, Blake and Peyton lost to Quinn and Harper.
In the third match, Blake and Peyton lost to Robin and Max.",,explicit
17,canoe-race_effort_team-confounded-partner-10-dec_win_how_much_explicit_continuous_variable.txt,"
In this event, the athletes are competing in a series of canoe racing tournaments. Each tournament consists of a series of races. In each race, athletes compete as part of a team. 

An athlete's intrinsic strength remains constant throughout a tournament. An athlete neither gets stronger nor weaker between races. You can assume that all matches take place on the same day.

Athletes also vary in the effort that they put into any given race. Most of the time, people row with a moderately high amount of effort. Sometimes, an athlete won’t put in much effort and will row with only a fraction of their strength. Other times, they may put in a lot of effort and row extra hard, beyond what their intrinsic strength would suggest.

How fast a team rows overall in any given race is determined by the average rowing speed of each athlete. How fast an athlete rows in a given race is determined by their intrinsic strength, modified by how much effort they put in (a lower fraction of their intrinsic strength if they don’t put in much effort, or even more than their strength if they put in more effort).

The team that rows the fastest (highest team speed) in a given race wins.
                   
Athletes compete either individually or as a team.
All matches take place on the same day.","In the first race, Gale and Emery lost to Kay and Indiana.
In the second race, Gale and Emery lost to Fey and Quinn.
In the third race, Gale and Emery lost to Jamie and Casey.","['Query 1: Out of 100 random athletes, where do you think Gale ranks in terms of intrinsic strength?', 'Query 2: Out of 100 random athletes, where do you think Emery ranks in terms of intrinsic strength?', 'Query 3: Out of 100 random athletes, where do you think Jamie ranks in terms of intrinsic strength?', 'Query 4: On a percentage scale from 0 to 100%, how much effort do you think Gale put into the third race?', 'Query 5: On a percentage scale from 0 to 100%, how much effort do you think Emery put into the third race?', 'Query 6: On a percentage scale from 0 to 100%, how much effort do you think Jamie put into the third race?', 'Query 7: In a new race later this same day between Gale and Emery (Team 1) and Kay and Casey (Team 2), who would win and by how much?', 'Query 8: In a new race later this same day between Gale and Kay (Team 1) and Emery and Indiana (Team 2), who would win and by how much?']","In the first race, Gale and Emery lost to Kay and Indiana.
In the second race, Gale and Emery lost to Fey and Quinn.
In the third race, Gale and Emery lost to Jamie and Casey.",,explicit
18,diving_difficulty_team-confounded-partner-10-dec_win_how_much_explicit_continuous_variable.txt,"
In this event, the athletes are competing in a series of synchronized diving tournaments. Each tournament consists of a series of rounds. In each match, athletes compete as part of a team. 

In a given round, each team receives a score based on the difficulty of the dive and the execution of the dive. 

How difficult of a dive a team takes on varies in any given round. Teams can differ in the difficulty they attempt on any given round. The same team may try different levels of difficulty on different rounds. The dives each team takes in a given match are chosen before the tournament begins and are therefore independent of the outcome of the previous round.

A team’s execution score is based on the average skill of the athletes on the team and how difficult the attempted dive was. If the athletes are highly skilled, but the dive is very difficult, they may not execute well. Conversely, if athletes are highly skilled but the dive is not very difficult, the team may get a high execution score.

Note that an athlete’s intrinsic skill remains constant throughout a tournament. An athlete neither gets more nor less skilled between rounds. You can assume that all rounds take place on the same day.

A team’s overall score is determined by the sum of the difficulty and execution scores. Difficulty and execution scores are weighted equally. 

The team that gets the highest score in any given round wins.

Athletes compete either individually or as a team.
All matches take place on the same day.","In the first round, Ollie and Ness lost to Indiana and Jamie.
In the second round, Ollie and Ness lost to Casey and Emery.
In the third round, Ollie and Ness lost to Willow and Kay.","['Query 1: Out of 100 random athletes, where do you think Ollie ranks in terms of intrinsic skill?', 'Query 2: Out of 100 random athletes, where do you think Ness ranks in terms of intrinsic skill?', 'Query 3: Out of 100 random athletes, where do you think Willow ranks in terms of intrinsic skill?', 'Query 4: On a percentage scale from 0 to 100% (where 0=extremely easy, 100=as difficult as possible), how difficult of a dive do you think the team Ollie was on in third round attempted?', 'Query 5: On a percentage scale from 0 to 100% (where 0=extremely easy, 100=as difficult as possible), how difficult of a dive do you think the team Ness was on in third round attempted?', 'Query 6: On a percentage scale from 0 to 100% (where 0=extremely easy, 100=as difficult as possible), how difficult of a dive do you think the team Willow was on in third round attempted?', 'Query 7: In a new round later this same day between Ollie and Ness (Team 1) and Indiana and Kay (Team 2), who would win and by how much?', 'Query 8: In a new round later this same day between Ollie and Indiana (Team 1) and Ness and Jamie (Team 2), who would win and by how much?']","In the first round, Ollie and Ness lost to Indiana and Jamie.
In the second round, Ollie and Ness lost to Casey and Emery.
In the third round, Ollie and Ness lost to Willow and Kay.",,explicit
19,biathalon_shooting-accuracy_team-confounded-partner-10-dec_win_how_much_explicit_continuous_variable.txt,"
In this event, the athletes are competing in a series of biathlon relay tournaments, a winter sport that combines cross-country skiing races and rifle shooting. Each tournament consists of a series of rounds.

In each round, athletes compete on teams. In a biathlon, each athlete first skis a short distance, then shoots at a target.

Athletes are scored based on how fast they ski and how accurately they shoot. An athlete’s ability to ski is based on their intrinsic strength. Note that an athlete’s intrinsic strength remains constant throughout a tournament. An athlete neither gets stronger nor weaker between rounds. You can assume that all matches take place on the same day.

An athlete’s ability to shoot accurately is unrelated to their intrinsic strength. An athlete who is intrinsically strong may be a very good shooter, a very bad shooter, or something in between. Athlete’s shooting accuracy in any given round is also somewhat down to chance. 

A team’s overall score is determined by the sum of the scores for each athlete per event. Ski performance and shooting accuracy are weighted equally. Athletes receive more points for skiing faster and more points for achieving a high shooting accuracy.

The team that completes the course with the highest score wins. 

Athletes compete either individually or as a team.
All matches take place on the same day.","In the first round, Kay and Avery lost to Lane and Quinn.
In the second round, Kay and Avery lost to Blake and Peyton.
In the third round, Kay and Avery lost to Jamie and Gale.","['Query 1: Out of 100 random athletes, where do you think Kay ranks in terms of intrinsic strength?', 'Query 2: Out of 100 random athletes, where do you think Avery ranks in terms of intrinsic strength?', 'Query 3: Out of 100 random athletes, where do you think Jamie ranks in terms of intrinsic strength?', 'Query 4: On a percentage scale from 0 to 100%, how accurate do you think Kay was at shooting in the third round?', 'Query 5: On a percentage scale from 0 to 100%, how accurate do you think Avery was at shooting in the third round?', 'Query 6: On a percentage scale from 0 to 100%, how accurate do you think Jamie was at shooting in the third round?', 'Query 7: In a new round later this same day between Kay and Avery (Team 1) and Lane and Gale (Team 2), who would win and by how much?', 'Query 8: In a new round later this same day between Kay and Lane (Team 1) and Avery and Quinn (Team 2), who would win and by how much?']","In the first round, Kay and Avery lost to Lane and Quinn.
In the second round, Kay and Avery lost to Blake and Peyton.
In the third round, Kay and Avery lost to Jamie and Gale.",,explicit
20,tug-of-war_effort_team-confounded-partner-9-dec_win_how_much_explicit_continuous_variable.txt,"In this event, the athletes are competing in tug-of-war tournaments. Each tournament consists of a series of matches. In each match, athletes compete as part of a team. 

An athlete’s intrinsic strength remains constant throughout a tournament. An athlete neither gets stronger nor weaker between matches. You can assume that all matches take place on the same day.

Athletes also vary in the effort that they put into any given match. Most of the time, people pull with a moderately high amount of effort. Sometimes, an athlete won’t put in much effort and will pull with only a fraction of their strength. Other times, they may put in a lot of effort and pull extra hard, beyond what their intrinsic strength would suggest.

How hard a team pulls overall in any given match is determined by the total amount that all of the athletes on the team pull in that match. How hard each athlete pulls in a given match is determined by their intrinsic strength, modified by how much effort they put in (a lower fraction of their intrinsic strength if they don’t put in much effort, or even more than their strength if they put in more effort).

The team that pulls the hardest in a given match wins.
 
Athletes compete either individually or as a team.
All matches take place on the same day.","In the first match, Quinn and Fey beat Jamie and Max.
In the second match, Quinn and Fey beat Ollie and Val.
In the third match, Quinn and Fey beat Kay and Indiana.","['Query 1: Out of 100 random athletes, where do you think Quinn ranks in terms of intrinsic strength?', 'Query 2: Out of 100 random athletes, where do you think Fey ranks in terms of intrinsic strength?', 'Query 3: Out of 100 random athletes, where do you think Ollie ranks in terms of intrinsic strength?', 'Query 4: On a percentage scale from 0 to 100%, how much effort do you think Quinn put into the second match?', 'Query 5: On a percentage scale from 0 to 100%, how much effort do you think Fey put into the second match?', 'Query 6: On a percentage scale from 0 to 100%, how much effort do you think Ollie put into the second match?', 'Query 7: In a new match later this same day between Quinn and Fey (Team 1) and Jamie and Indiana (Team 2), who would win and by how much?', 'Query 8: In a new match later this same day between Quinn and Jamie (Team 1) and Fey and Max (Team 2), who would win and by how much?']","In the first match, Quinn and Fey beat Jamie and Max.
In the second match, Quinn and Fey beat Ollie and Val.
In the third match, Quinn and Fey beat Kay and Indiana.",,explicit
21,canoe-race_effort_team-confounded-partner-9-dec_win_how_much_explicit_continuous_variable.txt,"
In this event, the athletes are competing in a series of canoe racing tournaments. Each tournament consists of a series of races. In each race, athletes compete as part of a team. 

An athlete's intrinsic strength remains constant throughout a tournament. An athlete neither gets stronger nor weaker between races. You can assume that all matches take place on the same day.

Athletes also vary in the effort that they put into any given race. Most of the time, people row with a moderately high amount of effort. Sometimes, an athlete won’t put in much effort and will row with only a fraction of their strength. Other times, they may put in a lot of effort and row extra hard, beyond what their intrinsic strength would suggest.

How fast a team rows overall in any given race is determined by the average rowing speed of each athlete. How fast an athlete rows in a given race is determined by their intrinsic strength, modified by how much effort they put in (a lower fraction of their intrinsic strength if they don’t put in much effort, or even more than their strength if they put in more effort).

The team that rows the fastest (highest team speed) in a given race wins.
                   
Athletes compete either individually or as a team.
All matches take place on the same day.","In the first race, Max and Taylor beat Harper and Ollie.
In the second race, Max and Taylor beat Indiana and Ness.
In the third race, Max and Taylor beat Robin and Casey.","['Query 1: Out of 100 random athletes, where do you think Max ranks in terms of intrinsic strength?', 'Query 2: Out of 100 random athletes, where do you think Taylor ranks in terms of intrinsic strength?', 'Query 3: Out of 100 random athletes, where do you think Indiana ranks in terms of intrinsic strength?', 'Query 4: On a percentage scale from 0 to 100%, how much effort do you think Max put into the second race?', 'Query 5: On a percentage scale from 0 to 100%, how much effort do you think Taylor put into the second race?', 'Query 6: On a percentage scale from 0 to 100%, how much effort do you think Indiana put into the second race?', 'Query 7: In a new race later this same day between Max and Taylor (Team 1) and Harper and Casey (Team 2), who would win and by how much?', 'Query 8: In a new race later this same day between Max and Harper (Team 1) and Taylor and Ollie (Team 2), who would win and by how much?']","In the first race, Max and Taylor beat Harper and Ollie.
In the second race, Max and Taylor beat Indiana and Ness.
In the third race, Max and Taylor beat Robin and Casey.",,explicit
22,diving_difficulty_team-confounded-partner-9-dec_win_how_much_explicit_continuous_variable.txt,"
In this event, the athletes are competing in a series of synchronized diving tournaments. Each tournament consists of a series of rounds. In each match, athletes compete as part of a team. 

In a given round, each team receives a score based on the difficulty of the dive and the execution of the dive. 

How difficult of a dive a team takes on varies in any given round. Teams can differ in the difficulty they attempt on any given round. The same team may try different levels of difficulty on different rounds. The dives each team takes in a given match are chosen before the tournament begins and are therefore independent of the outcome of the previous round.

A team’s execution score is based on the average skill of the athletes on the team and how difficult the attempted dive was. If the athletes are highly skilled, but the dive is very difficult, they may not execute well. Conversely, if athletes are highly skilled but the dive is not very difficult, the team may get a high execution score.

Note that an athlete’s intrinsic skill remains constant throughout a tournament. An athlete neither gets more nor less skilled between rounds. You can assume that all rounds take place on the same day.

A team’s overall score is determined by the sum of the difficulty and execution scores. Difficulty and execution scores are weighted equally. 

The team that gets the highest score in any given round wins.

Athletes compete either individually or as a team.
All matches take place on the same day.","In the first round, Peyton and Jamie beat Avery and Sam.
In the second round, Peyton and Jamie beat Kay and Emery.
In the third round, Peyton and Jamie beat Quinn and Willow.","['Query 1: Out of 100 random athletes, where do you think Peyton ranks in terms of intrinsic skill?', 'Query 2: Out of 100 random athletes, where do you think Jamie ranks in terms of intrinsic skill?', 'Query 3: Out of 100 random athletes, where do you think Kay ranks in terms of intrinsic skill?', 'Query 4: On a percentage scale from 0 to 100% (where 0=extremely easy, 100=as difficult as possible), how difficult of a dive do you think the team Peyton was on in second round attempted?', 'Query 5: On a percentage scale from 0 to 100% (where 0=extremely easy, 100=as difficult as possible), how difficult of a dive do you think the team Jamie was on in second round attempted?', 'Query 6: On a percentage scale from 0 to 100% (where 0=extremely easy, 100=as difficult as possible), how difficult of a dive do you think the team Kay was on in second round attempted?', 'Query 7: In a new round later this same day between Peyton and Jamie (Team 1) and Avery and Willow (Team 2), who would win and by how much?', 'Query 8: In a new round later this same day between Peyton and Avery (Team 1) and Jamie and Sam (Team 2), who would win and by how much?']","In the first round, Peyton and Jamie beat Avery and Sam.
In the second round, Peyton and Jamie beat Kay and Emery.
In the third round, Peyton and Jamie beat Quinn and Willow.",,explicit
